Chromosome	Start	End	GeneID	Gene_type	Strand
3	57197838	57227606	ENSG00000163666	protein_coding	-1
15	100861843	100874369	ENSG00000259604	lncRNA	1
HSCHR16_2_CTG3_1	60798	87707	ENSG00000262788	protein_coding	-1
20	62928621	62929297	ENSG00000273759	lncRNA	-1
20	3732685	3753111	ENSG00000132622	protein_coding	1
2	36513255	36513732	ENSG00000273090	lncRNA	-1
2	59218680	60100200	ENSG00000271955	lncRNA	-1
15	96112628	96116051	ENSG00000280048	TEC	-1
2	52722671	52961452	ENSG00000228033	lncRNA	-1
15	96171575	96174339	ENSG00000259359	lncRNA	1
2	65500993	65502138	ENSG00000237979	processed_pseudogene	-1
15	99337857	99338481	ENSG00000259257	processed_pseudogene	1
16	3443649	3486953	ENSG00000122390	protein_coding	1
15	95990582	96300990	ENSG00000275443	lncRNA	1
1	35268709	35422058	ENSG00000146463	protein_coding	1
15	77660052	77668074	ENSG00000259281	lncRNA	1
15	98081993	98103761	ENSG00000259611	lncRNA	-1
4	99816827	99870190	ENSG00000070190	protein_coding	1
10	109864766	109923553	ENSG00000108039	protein_coding	-1
3	72006774	72006975	ENSG00000244130	processed_pseudogene	1
X	53093710	53094858	ENSG00000234019	lncRNA	-1
X	53113018	53113274	ENSG00000235224	processed_pseudogene	-1
X	53142832	53143913	ENSG00000231340	processed_pseudogene	-1
2	63119559	63827843	ENSG00000143951	protein_coding	-1
3	66780076	66824439	ENSG00000288039	lncRNA	-1
X	53164391	53164557	ENSG00000227329	processed_pseudogene	-1
X	53195411	53195488	ENSG00000276575	miRNA	-1
3	64099273	64101122	ENSG00000241572	lncRNA	1
X	53198889	53198945	ENSG00000277474	miRNA	-1
X	53212408	53214679	ENSG00000235262	lncRNA	-1
15	96438570	96444266	ENSG00000259312	lncRNA	1
X	53322990	53323822	ENSG00000226299	processed_pseudogene	1
3	89047442	89048434	ENSG00000241861	processed_pseudogene	-1
X	53324562	53324674	ENSG00000207408	misc_RNA	1
3	113259786	113266824	ENSG00000288079	lncRNA	-1
X	53337783	53337973	ENSG00000236571	processed_pseudogene	-1
X	53340986	53341505	ENSG00000234413	processed_pseudogene	1
X	53405673	53405765	ENSG00000278204	miRNA	-1
X	53422690	53431120	ENSG00000158423	protein_coding	1
15	98648539	98964530	ENSG00000140443	protein_coding	1
3	119498547	119525090	ENSG00000113845	protein_coding	1
14	74476192	74494177	ENSG00000119655	protein_coding	-1
8	105194990	105196969	ENSG00000253318	processed_pseudogene	-1
8	61909984	61910802	ENSG00000253544	processed_pseudogene	-1
8	133036728	133102912	ENSG00000155926	protein_coding	-1
4	61775449	61775850	ENSG00000226439	processed_pseudogene	-1
4	132027175	132028434	ENSG00000249463	lncRNA	-1
4	9563171	9563950	ENSG00000244004	processed_pseudogene	1
4	47490967	47491471	ENSG00000242431	processed_pseudogene	-1
4	133149294	133208606	ENSG00000138650	protein_coding	1
13	32315086	32400268	ENSG00000139618	protein_coding	1
X	53432722	53433032	ENSG00000233250	lncRNA	-1
X	53456273	53457029	ENSG00000235416	processed_pseudogene	-1
X	53462209	53462310	ENSG00000199422	misc_RNA	1
X	140397062	140398311	ENSG00000224942	processed_pseudogene	1
20	3753508	3767781	ENSG00000101220	protein_coding	-1
X	140451148	140451208	ENSG00000275268	snRNA	1
X	140470866	140471274	ENSG00000225758	processed_pseudogene	-1
X	140502985	140505069	ENSG00000134595	protein_coding	-1
X	153642492	153651326	ENSG00000130829	protein_coding	1
HSCHR16_2_CTG3_1	38608	38708	ENSG00000262354	misc_RNA	-1
HSCHR16_2_CTG3_1	54055	54161	ENSG00000262579	snRNA	1
9	137434364	137441816	ENSG00000188833	protein_coding	-1
4	59047020	59075256	ENSG00000250375	lncRNA	-1
4	82893009	82900960	ENSG00000251022	lncRNA	-1
X	153662162	153662692	ENSG00000237793	processed_pseudogene	1
X	153666226	153666510	ENSG00000244335	misc_RNA	1
3	59380024	59388704	ENSG00000243903	lncRNA	-1
6	81724722	81736353	ENSG00000232031	lncRNA	-1
3	49724294	49786542	ENSG00000176095	protein_coding	-1
X	153669733	153689010	ENSG00000130822	protein_coding	-1
22	50523568	50526461	ENSG00000284194	protein_coding	-1
6	152754903	152875991	ENSG00000224893	lncRNA	-1
13	50994511	51080862	ENSG00000293412	lncRNA	-1
6	53378503	53378861	ENSG00000218261	processed_pseudogene	1
6	132570322	132571359	ENSG00000146383	protein_coding	1
18	48919853	48950965	ENSG00000101665	protein_coding	-1
6	104487095	104528158	ENSG00000287616	lncRNA	-1
22	50525752	50530032	ENSG00000025708	protein_coding	-1
6	67933485	67934682	ENSG00000270509	processed_pseudogene	1
6	118548296	118561716	ENSG00000198523	protein_coding	1
12	92140278	92145846	ENSG00000133639	protein_coding	-1
9	137450026	137450086	ENSG00000284317	miRNA	-1
6	105666326	105667998	ENSG00000219088	processed_pseudogene	1
6	119177205	119349761	ENSG00000111885	protein_coding	-1
9	137459952	137550402	ENSG00000130653	protein_coding	-1
17	48721719	48722518	ENSG00000159182	protein_coding	-1
6	133676729	133677429	ENSG00000218213	processed_pseudogene	-1
6	150040547	150042033	ENSG00000235972	lncRNA	-1
6	97710953	97717197	ENSG00000226207	lncRNA	-1
14	77717599	77761207	ENSG00000100603	protein_coding	-1
HSCHR17_12_CTG4	5709	6388	ENSG00000285039	lncRNA	1
6	151088103	151228447	ENSG00000223598	lncRNA	-1
6	143298770	143299554	ENSG00000217495	processed_pseudogene	-1
3	108589705	108694840	ENSG00000198919	protein_coding	1
4	96841995	96857900	ENSG00000287841	lncRNA	1
12	77219603	77317234	ENSG00000257677	lncRNA	-1
4	33010948	33011746	ENSG00000250076	processed_pseudogene	-1
17	40140318	40172171	ENSG00000108349	protein_coding	1
6	117560269	117602542	ENSG00000047932	protein_coding	-1
12	39447404	39448314	ENSG00000286576	lncRNA	1
4	88523810	88708450	ENSG00000287542	protein_coding	1
12	63004338	63006541	ENSG00000257235	lncRNA	-1
20	3777504	3781448	ENSG00000101222	protein_coding	-1
12	94491546	94496442	ENSG00000257400	lncRNA	-1
18	35581117	35711834	ENSG00000141429	protein_coding	1
4	140859807	141212877	ENSG00000170153	protein_coding	-1
12	69239569	69274358	ENSG00000111605	protein_coding	1
20	3783851	3786740	ENSG00000125817	protein_coding	-1
20	3808357	3812434	ENSG00000275491	lncRNA	1
20	3811384	3823882	ENSG00000274949	lncRNA	1
20	3820524	3828838	ENSG00000125843	protein_coding	1
7	63233035	63234245	ENSG00000226075	unprocessed_pseudogene	-1
7	30284597	30367689	ENSG00000180233	protein_coding	1
13	48296162	48303720	ENSG00000231473	lncRNA	-1
HSCHR16_1_CTG1	1806848	1881517	ENSG00000275331	protein_coding	-1
17	50944104	50948750	ENSG00000251665	lncRNA	1
13	48303744	48599436	ENSG00000139687	protein_coding	1
17	40380666	40381838	ENSG00000278346	processed_pseudogene	-1
17	48690481	48690624	ENSG00000244559	processed_pseudogene	-1
20	3846799	3876123	ENSG00000088888	protein_coding	1
7	85381118	85381375	ENSG00000230614	processed_pseudogene	-1
15	100846604	100846767	ENSG00000259586	processed_pseudogene	-1
17	40092793	40100589	ENSG00000126368	protein_coding	-1
15	88477871	88478387	ENSG00000279945	TEC	-1
7	102153355	102154463	ENSG00000261535	lncRNA	-1
15	85619623	85670948	ENSG00000259367	lncRNA	-1
HSCHR17_1_CTG2	190908	195943	ENSG00000282307	protein_coding	1
7	101201809	101203526	ENSG00000205267	unprocessed_pseudogene	-1
7	109521981	109597166	ENSG00000234273	lncRNA	-1
15	58771192	58861900	ENSG00000128923	protein_coding	1
7	57599794	57610104	ENSG00000233601	unprocessed_pseudogene	1
4	149377257	149380107	ENSG00000287565	lncRNA	1
4	96310701	96818864	ENSG00000248510	lncRNA	1
7	92560758	92590393	ENSG00000234545	protein_coding	-1
4	99844138	99844696	ENSG00000279913	TEC	1
4	69027831	69044578	ENSG00000250919	unprocessed_pseudogene	1
HSCHR17_1_CTG2	63886	75775	ENSG00000276336	protein_coding	-1
9	137551879	137552555	ENSG00000182154	protein_coding	1
6	81969453	81969539	ENSG00000260574	lncRNA	-1
4	135067233	135097658	ENSG00000248434	lncRNA	1
18	74597870	75065671	ENSG00000215421	protein_coding	1
6	110609978	110815958	ENSG00000155111	protein_coding	-1
4	98713804	98713971	ENSG00000249764	processed_pseudogene	-1
9	137554444	137578925	ENSG00000148399	protein_coding	-1
4	134759399	134817289	ENSG00000249000	lncRNA	1
4	58984215	59046959	ENSG00000251266	lncRNA	1
1	34981533	35031741	ENSG00000271741	protein_coding	-1
HSCHR16_4_CTG1	8416	14375	ENSG00000282469	lncRNA	-1
17	48377262	48380370	ENSG00000266222	lncRNA	-1
4	141220887	141234697	ENSG00000109445	protein_coding	1
HSCHR16_4_CTG1	41593	48570	ENSG00000276333	protein_coding	-1
HSCHR16_4_CTG1	2131	14425	ENSG00000282650	lncRNA	-1
2	21932662	22536322	ENSG00000228999	lncRNA	-1
17	31860904	31901708	ENSG00000108651	protein_coding	-1
HSCHR16_4_CTG1	19242	20561	ENSG00000282069	lncRNA	1
HSCHR17_1_CTG4	35369	39237	ENSG00000262993	protein_coding	1
20	3917494	3917571	ENSG00000199024	miRNA	1
20	3917502	3917563	ENSG00000283320	miRNA	-1
20	36045618	36051018	ENSG00000260032	lncRNA	-1
1	35713877	35718894	ENSG00000142686	protein_coding	-1
12	94167528	94187724	ENSG00000258035	lncRNA	-1
2	42333546	42425088	ENSG00000115944	protein_coding	-1
12	90617759	90808748	ENSG00000288102	lncRNA	-1
12	71849228	71850428	ENSG00000257802	processed_pseudogene	-1
12	94277758	94282844	ENSG00000258365	lncRNA	-1
HSCHR17_1_CTG4	110717	114613	ENSG00000262591	unprocessed_pseudogene	-1
12	84147304	84154338	ENSG00000285191	lncRNA	-1
12	95803097	95823307	ENSG00000258292	lncRNA	1
HSCHR17_1_CTG4	89449	94169	ENSG00000261986	protein_coding	1
1	43850300	43851611	ENSG00000224751	processed_pseudogene	-1
12	57837092	57842745	ENSG00000257953	lncRNA	1
12	53142053	53142327	ENSG00000258016	processed_pseudogene	1
20	36064243	36064563	ENSG00000277235	lncRNA	-1
12	98113014	98292445	ENSG00000258312	lncRNA	-1
20	36076018	36076601	ENSG00000231470	processed_pseudogene	-1
20	36086252	36088192	ENSG00000237063	lncRNA	-1
12	71034122	71104526	ENSG00000257454	lncRNA	-1
12	41829898	41932592	ENSG00000257239	lncRNA	-1
1	17755333	17827063	ENSG00000117148	protein_coding	1
12	68487687	68487863	ENSG00000256917	processed_pseudogene	1
12	41951493	42024329	ENSG00000286591	lncRNA	-1
1	50780340	50781150	ENSG00000230585	processed_pseudogene	1
12	85036314	85264457	ENSG00000133640	protein_coding	1
20	36091504	36232799	ENSG00000088367	protein_coding	1
1	40161387	40240921	ENSG00000117000	protein_coding	1
HSCHR17_1_CTG4	8413	12183	ENSG00000263022	protein_coding	1
18	79792726	79816529	ENSG00000267780	lncRNA	1
18	79964582	79970822	ENSG00000226742	protein_coding	1
HSCHR17_1_CTG4	131008	132561	ENSG00000263186	protein_coding	1
7	111411319	111411883	ENSG00000227948	processed_pseudogene	1
HSCHR17_1_CTG4	104528	105629	ENSG00000262282	unprocessed_pseudogene	-1
HSCHR17_1_CTG4	57861	62596	ENSG00000262045	protein_coding	1
7	66205317	66420543	ENSG00000169902	protein_coding	1
18	79970813	80033949	ENSG00000141759	protein_coding	-1
HSCHR17_1_CTG4	124566	125344	ENSG00000263341	protein_coding	1
2	62507545	62507823	ENSG00000233702	processed_pseudogene	-1
HSCHR17_1_CTG4	7887	30520	ENSG00000262603	lncRNA	-1
2	59778685	59791656	ENSG00000286604	lncRNA	1
13	48532864	48533262	ENSG00000289900	lncRNA	1
13	48576974	48590587	ENSG00000233610	lncRNA	-1
13	109984858	109986565	ENSG00000274331	lncRNA	-1
13	109988097	110129136	ENSG00000275830	lncRNA	-1
HSCHR17_1_CTG4	21161	26424	ENSG00000262040	unprocessed_pseudogene	1
3	62950430	63125062	ENSG00000244342	lncRNA	1
1	43650149	43931014	ENSG00000284989	protein_coding	1
HSCHR17_1_CTG4	70461	76767	ENSG00000263012	protein_coding	1
1	2814432	2814998	ENSG00000231630	lncRNA	-1
13	110031101	110031567	ENSG00000276269	lncRNA	-1
13	110053285	110054952	ENSG00000231428	lncRNA	1
13	110097851	110098151	ENSG00000265885	misc_RNA	-1
13	110123208	110125234	ENSG00000279965	TEC	1
13	110132003	110136906	ENSG00000287575	lncRNA	-1
3	113403988	113433992	ENSG00000243849	lncRNA	1
13	110148963	110307202	ENSG00000187498	protein_coding	-1
HSCHR17_1_CTG4	50554	55289	ENSG00000262748	protein_coding	1
2	71276561	71435069	ENSG00000075292	protein_coding	1
3	109293788	109316517	ENSG00000163530	protein_coding	-1
14	104924713	104937761	ENSG00000166428	protein_coding	1
15	96325938	96340263	ENSG00000185551	protein_coding	1
12	95286318	95286838	ENSG00000257666	processed_pseudogene	-1
12	74248637	74283669	ENSG00000257183	lncRNA	-1
4	99990737	99991477	ENSG00000250403	processed_pseudogene	-1
HSCHR16_5_CTG1	2124	2458	ENSG00000282845	processed_pseudogene	-1
HSCHR16_5_CTG1	9718	19047	ENSG00000283056	protein_coding	1
4	88592434	88708541	ENSG00000138641	protein_coding	1
6	139677639	139860476	ENSG00000231426	lncRNA	1
18	80034346	80097088	ENSG00000267127	protein_coding	1
1	35720218	35769978	ENSG00000092853	protein_coding	-1
7	97851677	97872542	ENSG00000070669	protein_coding	-1
3	113360267	113361319	ENSG00000240751	processed_pseudogene	1
3	71785428	71786425	ENSG00000287131	lncRNA	1
3	68192398	68192580	ENSG00000240568	processed_pseudogene	1
3	70753854	70754573	ENSG00000243873	processed_pseudogene	1
9	137582081	137590512	ENSG00000165724	protein_coding	-1
12	70638073	70920738	ENSG00000153233	protein_coding	-1
18	80034389	80050651	ENSG00000101546	protein_coding	1
HSCHR16_5_CTG1	37356	39184	ENSG00000283112	lncRNA	1
3	70959226	71754229	ENSG00000285708	protein_coding	-1
HSCHR16_5_CTG1	19030	22206	ENSG00000292376	lncRNA	-1
6	69672757	69867236	ENSG00000168216	protein_coding	-1
HSCHR17_1_CTG2	132818	140466	ENSG00000275246	protein_coding	-1
HSCHR16_5_CTG1	19118	20790	ENSG00000283070	transcribed_unitary_pseudogene	-1
HSCHR16_5_CTG1	32208	37628	ENSG00000282937	protein_coding	-1
3	119597875	119629811	ENSG00000144837	protein_coding	1
HSCHR17_1_CTG2	146551	168638	ENSG00000276021	protein_coding	1
HSCHR16_5_CTG1	51720	53646	ENSG00000283049	lncRNA	-1
15	60847757	60849068	ENSG00000273792	lncRNA	-1
15	85621264	85627689	ENSG00000259276	lncRNA	-1
9	137605685	137615360	ENSG00000197070	protein_coding	1
15	99395179	99396593	ENSG00000259590	lncRNA	-1
15	48712928	48811146	ENSG00000103995	protein_coding	-1
HSCHR16_1_CTG1	924093	924462	ENSG00000282247	processed_pseudogene	1
HSCHR16_1_CTG1	1053717	1071247	ENSG00000275543	protein_coding	1
17	51042524	51085471	ENSG00000249870	lncRNA	1
17	49085511	49086702	ENSG00000248883	unprocessed_pseudogene	1
17	48185938	48204529	ENSG00000263787	lncRNA	1
8	118761856	118762201	ENSG00000242206	processed_pseudogene	-1
18	80046900	80095482	ENSG00000261126	lncRNA	1
17	42844580	42850707	ENSG00000131480	protein_coding	1
14	20043916	20044827	ENSG00000258899	unprocessed_pseudogene	1
8	133054959	133057767	ENSG00000287736	lncRNA	1
HSCHR16_1_CTG1	1918864	1919233	ENSG00000282597	processed_pseudogene	-1
14	20060045	20060983	ENSG00000176246	protein_coding	1
HSCHR16_1_CTG1	613600	631834	ENSG00000275779	protein_coding	1
8	67952046	68237032	ENSG00000046889	protein_coding	1
14	20090130	20090227	ENSG00000252999	rRNA_pseudogene	1
14	20093353	20094263	ENSG00000258641	unprocessed_pseudogene	1
14	20149232	20149745	ENSG00000259074	processed_pseudogene	1
14	20173632	20173813	ENSG00000259095	processed_pseudogene	-1
14	20179189	20180156	ENSG00000258468	unprocessed_pseudogene	1
14	20183925	20184298	ENSG00000284742	unprocessed_pseudogene	-1
14	20223710	20224702	ENSG00000176219	protein_coding	1
14	20229402	20230346	ENSG00000258806	protein_coding	1
14	20256558	20305960	ENSG00000136319	protein_coding	-1
17	45620344	45835826	ENSG00000263715	protein_coding	1
16	3458071	3515564	ENSG00000263212	lncRNA	1
18	80077707	80078259	ENSG00000266909	processed_pseudogene	1
16	3485381	3485469	ENSG00000273776	miRNA	-1
18	80109262	80147523	ENSG00000101544	protein_coding	1
16	3493484	3495489	ENSG00000215131	protein_coding	-1
22	50541108	50543011	ENSG00000273272	lncRNA	1
16	3496201	3496768	ENSG00000240311	processed_pseudogene	1
4	141430831	141431284	ENSG00000272632	lncRNA	1
22	50542305	50542906	ENSG00000272666	lncRNA	-1
4	137193756	137198367	ENSG00000250341	lncRNA	1
22	50545899	50551023	ENSG00000130487	protein_coding	1
17	39665349	39666554	ENSG00000173991	protein_coding	1
22	50551112	50562919	ENSG00000217442	protein_coding	-1
16	3500976	3539048	ENSG00000103351	protein_coding	1
4	151670504	151761007	ENSG00000059691	protein_coding	-1
22	50568869	50582965	ENSG00000254413	protein_coding	-1
HSCHR17_2_CTG1	45057	50000	ENSG00000282336	lncRNA	-1
18	80157232	80247514	ENSG00000178184	protein_coding	-1
17	52985513	52987652	ENSG00000227011	lncRNA	1
HSCHR17_2_CTG1	69150	71433	ENSG00000275886	lncRNA	-1
3	109915976	109916940	ENSG00000214380	processed_pseudogene	-1
17	50693198	50707914	ENSG00000154945	protein_coding	-1
HSCHR17_2_CTG1	16384	122925	ENSG00000282013	protein_coding	1
3	71753855	71756496	ENSG00000170837	protein_coding	1
3	44115818	44117487	ENSG00000280435	TEC	-1
9	137605744	137711018	ENSG00000283411	lncRNA	1
9	137638128	137638408	ENSG00000274841	misc_RNA	-1
3	119146151	119160042	ENSG00000163424	protein_coding	1
9	137640986	137641547	ENSG00000233998	processed_pseudogene	-1
9	87944276	87945023	ENSG00000238110	processed_pseudogene	-1
18	80161752	80162413	ENSG00000278000	lncRNA	1
9	87998229	87998335	ENSG00000271923	snRNA	-1
9	88016300	88016793	ENSG00000217716	processed_pseudogene	1
18	80183680	80202992	ENSG00000267251	lncRNA	1
9	88066915	88068037	ENSG00000225385	processed_pseudogene	1
9	88144851	88145850	ENSG00000276535	processed_pseudogene	-1
18	79797938	79900184	ENSG00000178342	protein_coding	1
9	88177695	88178578	ENSG00000279154	TEC	1
9	88180673	88181447	ENSG00000204429	processed_pseudogene	1
9	88187735	88190202	ENSG00000229288	processed_pseudogene	-1
9	16203935	16410990	ENSG00000205549	lncRNA	-1
18	11103	16352	ENSG00000262352	lncRNA	1
18	14195	16898	ENSG00000263305	lncRNA	-1
22	50578959	50601455	ENSG00000100288	protein_coding	-1
9	16473188	16476237	ENSG00000231756	lncRNA	1
18	45034	46047	ENSG00000262181	unprocessed_pseudogene	1
9	16625676	16626390	ENSG00000230694	lncRNA	1
9	16726814	16727524	ENSG00000234779	lncRNA	1
9	212824	215893	ENSG00000183784	lncRNA	-1
18	80140	88570	ENSG00000262081	unprocessed_pseudogene	-1
17	50722074	50724224	ENSG00000278963	TEC	1
9	267966	273002	ENSG00000235880	lncRNA	-1
14	20260480	20264308	ENSG00000258768	lncRNA	-1
9	452492	492248	ENSG00000227155	lncRNA	-1
3	126103640	126108069	ENSG00000250218	lncRNA	1
14	20305730	20306811	ENSG00000258459	lncRNA	1
17	49210411	49223225	ENSG00000108798	protein_coding	1
3	125712139	125713045	ENSG00000243429	unprocessed_pseudogene	1
18	94202	94330	ENSG00000274446	processed_pseudogene	-1
14	20317949	20319707	ENSG00000287735	lncRNA	1
3	45082277	45146422	ENSG00000163814	protein_coding	-1
14	20323179	20323326	ENSG00000222489	snoRNA	-1
18	112256	112339	ENSG00000277521	miRNA	-1
14	20326450	20326526	ENSG00000238344	snoRNA	-1
18	158383	214629	ENSG00000101557	protein_coding	1
14	20343048	20343685	ENSG00000259001	lncRNA	-1
14	20343075	20343407	ENSG00000277209	ribozyme	-1
14	20344233	20346888	ENSG00000254846	lncRNA	-1
X	153700492	153724565	ENSG00000185825	protein_coding	-1
9	487774	495610	ENSG00000228115	lncRNA	1
9	558826	558930	ENSG00000202172	snRNA	1
9	659986	660326	ENSG00000229875	processed_pseudogene	1
9	673478	685555	ENSG00000227914	lncRNA	-1
HSCHR17_1_CTG2	1	58914	ENSG00000278550	protein_coding	-1
9	841690	969090	ENSG00000137090	protein_coding	1
14	20365667	20413501	ENSG00000129566	protein_coding	-1
HSCHR16_1_CTG1	1399162	1399802	ENSG00000282167	lncRNA	1
HSCHR16_1_CTG1	281806	299201	ENSG00000278308	protein_coding	1
10	133680369	133681637	ENSG00000275610	unprocessed_pseudogene	1
10	127737185	127741183	ENSG00000186766	protein_coding	1
10	117241093	117279430	ENSG00000165646	protein_coding	1
3	119524293	119559614	ENSG00000121594	protein_coding	-1
HSCHR17_10_CTG4	149003	252455	ENSG00000293545	protein_coding	-1
HSCHR16_1_CTG1	2319166	2325077	ENSG00000282744	lncRNA	1
HSCHR16_1_CTG1	2421841	2423401	ENSG00000281975	TEC	1
HSCHR16_1_CTG1	1341301	1342581	ENSG00000282255	lncRNA	1
HSCHR16_1_CTG1	1948140	1950247	ENSG00000282332	lncRNA	-1
9	976655	991732	ENSG00000064218	protein_coding	1
HSCHR16_1_CTG1	1092272	1283041	ENSG00000278823	protein_coding	1
HSCHR17_10_CTG4	18377	26129	ENSG00000278006	protein_coding	1
9	93375556	93375667	ENSG00000200570	snRNA	1
9	93417855	93417966	ENSG00000201074	misc_RNA	1
9	93430342	93431299	ENSG00000237385	lncRNA	-1
17	48881122	48881316	ENSG00000248895	processed_pseudogene	1
17	53756989	53757870	ENSG00000233380	processed_pseudogene	-1
9	93431441	93453581	ENSG00000188938	protein_coding	-1
17	50834650	50842353	ENSG00000173714	protein_coding	1
HSCHR17_10_CTG4	26963	44231	ENSG00000282775	lncRNA	1
3	109176438	109177365	ENSG00000261364	lncRNA	-1
HSCHR17_2_CTG1	80185	81246	ENSG00000282357	lncRNA	-1
3	63203218	63203448	ENSG00000240359	processed_pseudogene	-1
HSCHR17_10_CTG4	42353	44266	ENSG00000278567	protein_coding	-1
3	67654669	67947713	ENSG00000241316	lncRNA	1
HSCHR17_2_CTG1	45756	47901	ENSG00000282426	lncRNA	-1
17	48908407	48929056	ENSG00000159202	protein_coding	1
8	22545560	22548837	ENSG00000287467	lncRNA	1
8	125466939	125541373	ENSG00000253111	lncRNA	1
8	47592147	47592609	ENSG00000254065	processed_pseudogene	-1
8	119480279	119480775	ENSG00000254037	processed_pseudogene	-1
8	113376669	113377227	ENSG00000227514	processed_pseudogene	1
HSCHR16_1_CTG1	679516	681417	ENSG00000278440	processed_pseudogene	1
HSCHR16_1_CTG1	1991058	2009784	ENSG00000273807	protein_coding	1
HSCHR17_10_CTG4	57924	59718	ENSG00000277943	protein_coding	1
8	128323131	128388636	ENSG00000286034	lncRNA	1
8	118995452	119108455	ENSG00000184374	protein_coding	1
3	119298665	119299012	ENSG00000242829	processed_pseudogene	1
3	110527482	110529582	ENSG00000240895	lncRNA	-1
3	122886941	122892416	ENSG00000273033	lncRNA	1
3	109118252	109151401	ENSG00000241224	protein_coding	1
3	119226486	119290666	ENSG00000240254	lncRNA	1
HSCHR17_10_CTG4	64247	64544	ENSG00000274169	misc_RNA	1
8	86016819	86017126	ENSG00000227753	processed_pseudogene	1
HSCHR17_10_CTG4	70274	131613	ENSG00000282763	lncRNA	1
8	70525053	70535646	ENSG00000287230	lncRNA	-1
8	122769274	122770150	ENSG00000235165	processed_pseudogene	1
HSCHR17_10_CTG4	115703	117029	ENSG00000282389	unprocessed_pseudogene	1
HSCHR17_10_CTG4	119784	130698	ENSG00000282750	unprocessed_pseudogene	-1
8	113438334	113493281	ENSG00000286937	lncRNA	1
8	114791653	114791929	ENSG00000253756	processed_pseudogene	-1
3	113286930	113441610	ENSG00000206530	protein_coding	-1
HSCHR16_1_CTG1	205671	242094	ENSG00000275618	protein_coding	1
10	115123482	115218819	ENSG00000285582	lncRNA	-1
10	124489823	124490578	ENSG00000229455	processed_pseudogene	-1
10	123943255	123944099	ENSG00000287768	lncRNA	-1
9	93594841	93594894	ENSG00000283146	miRNA	1
HSCHR17_10_CTG4	137350	150605	ENSG00000282229	lncRNA	1
9	120902393	120929173	ENSG00000056558	protein_coding	-1
10	116881477	117126586	ENSG00000187164	protein_coding	-1
8	123041968	123152153	ENSG00000156787	protein_coding	1
HSCHR17_10_CTG4	165061	167015	ENSG00000293547	protein_coding	1
X	153724856	153744755	ENSG00000101986	protein_coding	1
HSCHR17_10_CTG4	203748	205067	ENSG00000282512	unprocessed_pseudogene	1
HSCHR17_10_CTG4	207820	218775	ENSG00000278632	protein_coding	-1
11	67056847	67072017	ENSG00000173156	protein_coding	1
22	50597152	50597599	ENSG00000272940	lncRNA	1
22	50600793	50613981	ENSG00000008735	protein_coding	1
16	3533429	3534258	ENSG00000278942	TEC	-1
HSCHR16_1_CTG1	1543030	1544159	ENSG00000282412	lncRNA	1
HSCHR16_1_CTG1	1053717	1173341	ENSG00000282074	protein_coding	1
17	50847950	50849270	ENSG00000243521	processed_pseudogene	1
16	3539033	3577403	ENSG00000167984	protein_coding	-1
HSCHR16_1_CTG1	268429	279917	ENSG00000282427	lncRNA	-1
4	16322954	16326967	ENSG00000286888	lncRNA	1
HSCHR16_1_CTG1	1301278	1384364	ENSG00000275911	protein_coding	1
4	147506091	147506765	ENSG00000251254	processed_pseudogene	1
4	137448087	137448501	ENSG00000213448	processed_pseudogene	1
17	42795147	42798704	ENSG00000183978	protein_coding	-1
4	134327063	134328798	ENSG00000248191	processed_pseudogene	1
4	137301001	137301187	ENSG00000250813	processed_pseudogene	-1
HSCHR17_2_CTG4	6554	68692	ENSG00000282128	lncRNA	-1
17	49004731	49013725	ENSG00000251461	lncRNA	-1
4	137978547	138131182	ENSG00000248307	lncRNA	-1
7	94656325	94669695	ENSG00000242265	protein_coding	1
17	49202791	49210574	ENSG00000167083	protein_coding	-1
11	79092848	79098003	ENSG00000255345	lncRNA	1
9	121203159	121203435	ENSG00000243738	misc_RNA	1
9	121238117	121240089	ENSG00000214651	processed_pseudogene	-1
18	832238	832469	ENSG00000266575	processed_pseudogene	1
9	121279863	121282730	ENSG00000239593	lncRNA	-1
X	153735626	153766478	ENSG00000232725	lncRNA	-1
18	856526	857045	ENSG00000264179	processed_pseudogene	1
9	121280768	121285530	ENSG00000235865	lncRNA	-1
11	106824025	106824954	ENSG00000274584	unprocessed_pseudogene	1
9	101125436	101125921	ENSG00000238143	processed_pseudogene	-1
18	894435	907680	ENSG00000265671	lncRNA	-1
11	87718354	87719411	ENSG00000255183	lncRNA	-1
9	101322477	101322533	ENSG00000253041	snoRNA	1
18	904871	912172	ENSG00000141433	protein_coding	1
9	101334084	101339347	ENSG00000227411	unitary_pseudogene	-1
11	87490144	87491110	ENSG00000279701	TEC	1
9	101356466	101356844	ENSG00000236763	processed_pseudogene	-1
11	93721513	93721865	ENSG00000254911	lncRNA	1
X	153764196	153779346	ENSG00000198753	protein_coding	1
9	101358932	101361242	ENSG00000230328	processed_pseudogene	1
11	96642671	96643225	ENSG00000255376	processed_pseudogene	-1
9	101375344	101376603	ENSG00000234502	processed_pseudogene	-1
9	101387633	101398618	ENSG00000136897	protein_coding	-1
11	89789412	89789733	ENSG00000255285	processed_pseudogene	-1
7	101287482	101289771	ENSG00000214252	unprocessed_pseudogene	-1
11	91184934	91185543	ENSG00000280124	TEC	-1
11	96590317	96985810	ENSG00000254587	lncRNA	1
7	66025126	66031544	ENSG00000229886	processed_pseudogene	-1
11	91013787	91015299	ENSG00000279209	TEC	1
